SITE_ID,SITE_TYPE,VISIT_NO.x,DATE_COL,REPEAT,LON_DD.x,LAT_DD.x,ALBERS_X,ALBERS_Y,FLD_LON_DD,FLD_LAT_DD,FLD_FLAG,ST.x,STATE_NAME,CNTYNAME,EPA_REG.x,NHDNAME,LAKENAME,AREA_CAT7.x,BASINAREA_KM2,BASINAREA_HA,BASINAREA_LU_KM2,URBAN.x,ECO_LEV_3.x,ECO_L3_NAM,NUT_REG.x,NUTREG_NAME.x,ECO_NUTA.x,LAKE_ORIGIN.x,AREA_HA,SIZE_CLASS,LAKEAREA,LAKEPERIM,SLD,DEPTH_X,DEPTHMAX,ELEV_PT,HUC_2.x,HUC_8.x,REACHCODE,OmernikLevel_II,PTL,NTL,TURB,ANC,DOC,COND,CHLA,PTL_COND,NTL_COND,CHLA_COND,TURB_COND,ANC_COND,SALINITY_COND,DISTANCE_BUFR,BUFFERAREA_KM2,BUFFERAREA_HA,MISSDATA_KM2_BUFR,NLCD11_KM2_BUFR,NLCD12_KM2_BUFR,NLCD21_KM2_BUFR,NLCD22_KM2_BUFR,NLCD23_KM2_BUFR,NLCD24_KM2_BUFR,NLCD31_KM2_BUFR,NLCD32_KM2_BUFR,NLCD41_KM2_BUFR,NLCD42_KM2_BUFR,NLCD43_KM2_BUFR,NLCD51_KM2_BUFR,NLCD52_KM2_BUFR,NLCD71_KM2_BUFR,NLCD72_KM2_BUFR,NLCD73_KM2_BUFR,NLCD74_KM2_BUFR,NLCD81_KM2_BUFR,NLCD82_KM2_BUFR,NLCD90_KM2_BUFR,NLCD91_KM2_BUFR,NLCD92_KM2_BUFR,NLCD93_KM2_BUFR,NLCD94_KM2_BUFR,NLCD95_KM2_BUFR,NLCD96_KM2_BUFR,NLCD97_KM2_BUFR,NLCD98_KM2_BUFR,NLCD99_KM2_BUFR,LANDUSE_KM2_BUFR,PCT_OPENH20_BUFR,PCT_ICESNOW_BUFR,PCT_WATER_BUFR,PCT_DEVOPEN_BUFR,PCT_DEVLOW_BUFR,PCT_DEVMED_BUFR,PCT_DEVHIGH_BUFR,PCT_DEVELOPED_BUFR,PCT_BARREN_BUFR,PCT_DECID_BUFR,PCT_CONIF_BUFR,PCT_MIXED_BUFR,PCT_FOREST_BUFR,PCT_SHRUBLAND_BUFR,PCT_GRASS_BUFR,PCT_PASTURE_BUFR,PCT_CROPS_BUFR,PCT_AGRIC_BUFR,PCT_WDYWET_BUFR,PCT_EMHERBWET_BUFR,PCT_WETLAND_BUFR,NLCD11_KM2_BSN,NLCD12_KM2_BSN,NLCD21_KM2_BSN,NLCD22_KM2_BSN,NLCD23_KM2_BSN,NLCD24_KM2_BSN,NLCD31_KM2_BSN,NLCD32_KM2_BSN,NLCD41_KM2_BSN,NLCD42_KM2_BSN,NLCD43_KM2_BSN,NLCD51_KM2_BSN,NLCD52_KM2_BSN,NLCD71_KM2_BSN,NLCD72_KM2_BSN,NLCD73_KM2_BSN,NLCD74_KM2_BSN,NLCD81_KM2_BSN,NLCD82_KM2_BSN,NLCD90_KM2_BSN,NLCD91_KM2_BSN,NLCD92_KM2_BSN,NLCD93_KM2_BSN,NLCD94_KM2_BSN,NLCD95_KM2_BSN,NLCD96_KM2_BSN,NLCD97_KM2_BSN,NLCD98_KM2_BSN,NLCD99_KM2_BSN,LANDUSE_KM2_BSN,PCT_OPENH20_BSN,PCT_ICESNOW_BSN,PCT_WATER_BSN,PCT_DEVOPEN_BSN,PCT_DEVLOW_BSN,PCT_DEVMED_BSN,PCT_DEVHIGH_BSN,PCT_DEVELOPED_BSN,PCT_BARREN_BSN,PCT_DECID_BSN,PCT_CONIF_BSN,PCT_MIXED_BSN,PCT_FOREST_BSN,PCT_SHRUBLAND_BSN,PCT_GRASS_BSN,PCT_PASTURE_BSN,PCT_CROPS_BSN,PCT_AGRIC_BSN,PCT_WDYWET_BSN,PCT_EMHERBWET_BSN,PCT_WETLAND_BSN,BasinAreaToLakeArea_HA,LakePerimToLakeArea,mean.pct.imp_BUFR.1,mean.pct.imp_BSN,pixels.w.impsurf_BSN,roadlen_BUFR,roadDens_BUFR,roadlen_BSN,roadDens_BSN,mean.min.dist_inBUFR,mean.min.dist_inBSN,elev_stdev,elev_maxmin,maxmin_elev_BUFR,stdev_elev_BUFR,mean.pct.imp_BUFR,pixels.w.impsurf_BUFR,Class,Class3,Unstratified.1,ResTime,SedToVolRatio
NLA06608-0176,PROB_Lake,1,9/7/07,,-90.45779851,35.14239477,500451.4053,-249455.4772,-90.45391,35.13336,,AR,Arkansas,CRITTENDEN,Region_6,Blackfish Lake,Blackfish Lake,"(20,50]",131.7394949,13173.94949,131.7394949,YES,73,Mississippi Alluvial Plain,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,44.88178132,02:>10-50 ha,0.448817813,10.22897772,4.307172428,2.2,2.2,58.08,8,8020203,8.02E+12,8.5,207,848,25.6,4900.5,5.64,510,25.76,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,0.001798644,2.38,238,0,0.366,0,0.237,0.05,0.018,0,0,0,0.029,0.008,0.046,0,0,0,0,0,0,0,0.864,0.739,0,0,0,0,0.023,0,0,0,0,2.38,15.4,0,15.4,10,2.1,0.8,0,12.9,0,1.2,0.3,1.9,3.4,0,0,0,36.3,36.3,31.1,1,32.1,0.577,0,8.142,0.515,0.032,0,0.021,0,0.162,0.043,0.13,0,0,0,0,0,0,0,115.953,6.102,0,0,0,0,0.077,0,0,0,0,131.754,0.4,0,0.4,6.2,0.4,0,0,6.6,0,0.1,0,0.1,0.2,0,0,0,88,88,4.6,0.1,4.7,293.5255487,0.227909353,1.454773869,0.774013556,0.077036087,11.03425504,3.42E-12,272.38566,2.067608311,114.9113564,113.0893846,10.161199,52.31852,4.411097,1.1673898,1.454773869,0.117252931,STLA,STLA,1,2,1.500021
NLA06608-1273,PROB_Lake,1,9/7/07,,-74.25538694,40.93548087,1800304.152,591847.7718,-74.253461,40.937788,,NJ,New Jersey,PASSAIC,Region_2,Packanack Lake,Packanack Lake,"(20,50]",5.182621152,518.2621152,5.182621152,YES,64,Northern Piedmont,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,32.68347138,02:>10-50 ha,0.326834714,4.349445499,2.146173719,2.2,2.2,55.92,2,2030103,2.03E+12,8.3,197,2297,27.7,1275.6,6.11,397,195.84,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,1.06,106,0,0.166,0,0.587,0.18,0.051,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,1.06,15.7,0,15.7,55.4,17,4.8,0,77.2,0,1.6,0,0,1.6,0,0,0,0,0,5.6,0,5.6,0.166,0,3.233,0.952,0.088,0.015,0,0,0.646,0,0,0,0.021,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,5.182,3.2,0,3.2,62.4,18.4,1.7,0.3,82.8,0,12.5,0,0,12.5,0.4,0,0,0,0,1.2,0,1.2,15.85700947,0.133077832,13.7804878,19.73736407,0.871248369,10.27423883,1.16E-11,49.71994,9.593582879,47.13725081,46.50305167,5.3147187,11.97641,31.105294,8.972664,13.7804878,0.916666667,ST,ST,1,22,1.76473
NLA06608-0806,PROB_Lake,1,9/7/07,,-72.33303748,44.32604728,1862906.417,997055.7323,-72.32979,44.32551,,VT,Vermont,WASHINGTON,Region_1,Marshfield Pond,Turtlehead Pond,"(20,50]",14.48887104,1448.887104,14.48887104,NO,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,27.82759617,02:>10-50 ha,0.278275962,2.944893012,1.574804849,5,5,391.93,2,2010003,2.01E+12,5.3,20,427,3.31,172.3,7.26,39,8.32,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,0.879,87.9,0,0.266,0,0,0,0,0,0,0,0.189,0.005,0.309,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0.879,30.3,0,30.3,0,0,0,0,0,0,21.5,0.6,35.2,57.3,0,0,0,0,0,12.5,0,12.5,0.284,0,0.104,0,0,0,0,0,3.974,0.908,8.309,0,0.179,0,0,0,0,0,0,0.729,0,0,0,0,0.005,0,0,0,0,14.492,2,0,2,0.7,0,0,0,0.7,0,27.4,6.3,57.3,91,1.2,0,0,0,0,5,0,5,52.06655635,0.105826353,0,0.050292844,0.008615567,4.02467607,4.96E-12,13.368279,0.922658637,125.2249582,125.1884659,30.633705,77.39411,95.6478,18.00698,0,0,ST,ST,0,23,0.560804
NLA06608-TX:15,REF_Lake,1,9/8/07,,-98.99129,32.441373,-279713.5604,-561406.3194,-98.999945,32.439388,,TX,Texas,EASTLAND,Region_6,,Lake Cisco,,69.05408,6905.408,69.05408,YES,29,Cross Timbers,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,100.4418567,04:>100-500 ha,1.004418567,9.195064867,2.588168214,11.6,11.6,460.2,12,12060105,1.21E+13,9.4,14,484,2.52,2093.8,6.46,302,3.63,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,6.058,605.8,0,1.805,0,0.021,0.012,0,0,0,0,0.439,0.366,0.005,0,2.733,0.67,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,6.058,29.8,0,29.8,0.3,0.2,0,0,0.5,0,7.2,6,0.1,13.3,45.1,11.1,0,0,0,0.1,0,0.1,1.966,0,1.625,0.287,0.15,0.005,0,0,5.829,4.716,0.03,0,39.507,12.712,0,0,0,0.785,1.277,0.166,0,0,0,0,0,0,0,0,0,69.055,2.8,0,2.8,2.4,0.4,0.2,0,3,0,8.4,6.8,0,15.2,57.2,18.4,1.1,1.8,2.9,0.2,0,0.2,68.75030218,0.091546146,0.713932908,NA,NA,12.81758838,2.93E-12,NA,NA,347.9035262,341.6246349,NA,NA,28.81508,5.23921,0.713932908,0.168141593,ST,ST,0,520,0.260683
NLA06608-MN:87-0030,REF_Lake,1,9/8/07,,-95.532331,44.684008,36998.69848,803849.6936,-95.53319,44.68378,,MN,Minnesota,STEELE,Region_5,,Wood Lake,,39.08313784,3908.313784,39.08313784,NO,47,Western Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,190.0636248,04:>100-500 ha,1.900636248,7.915201862,1.619599222,2.4,2.4,314.42,7,7020004,7.02E+12,9.2,82,1987,14.3,3717.6,13.31,1218,40.03,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,0.001798644,3.291,329.1,0,2.051,0,0.032,0.004,0,0,0,0,0.097,0,0,0,0,0.067,0,0,0,0,0.845,0.009,0,0,0,0,0.186,0,0,0,0,3.291,62.3,0,62.3,1,0.1,0,0,1.1,0,2.9,0,0,2.9,0,2,0,25.7,25.7,0.3,5.7,6,2.424,0,1.68,0.262,0.07,0.035,0.009,0,0.202,0,0,0,0,0.107,0,0,0,0,33.845,0.027,0,0,0,0,0.428,0,0,0,0,39.089,6.2,0,6.2,4.3,0.7,0.2,0.1,5.3,0,0.5,0,0,0.5,0,0.3,0,86.6,86.6,0.1,1.1,1.2,20.56318661,0.041645012,0.182552504,NA,NA,1.035157373,6.18E-13,NA,NA,461.3705201,418.8962279,NA,NA,9.81144,2.23394,0.182552504,0.024771136,ST,ST,1,737,1.578952
NLA06608-0077,PROB_Lake,1,9/8/07,YES,-74.53388264,40.92704692,1777854.248,585684.7203,-74.533121,40.927278,,NJ,New Jersey,MORRIS,Region_2,Mount Hope Lake,Mount Hope Lake,"(50,100]",4.730565159,473.0565159,4.730565159,YES,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,MAN-MADE,65.32834218,03:>50-100 ha,0.653283422,5.103487234,1.78119424,2.4,2.4,238.18,2,2030103,2.03E+12,5.3,116,1461,17.4,1711,7.25,308,67.97,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,1.576,157.6,0,0.717,0,0.044,0.03,0.028,0,0.101,0,0.376,0,0.009,0,0.016,0,0,0,0,0,0,0.255,0,0,0,0,0,0,0,0,0,1.576,45.5,0,45.5,2.8,1.9,1.8,0,6.5,6.4,23.9,0,0.6,24.5,1,0,0,0,0,16.2,0,16.2,0.866,0,0.225,0.101,0.05,0.007,0.946,0,2.05,0,0.016,0,0.113,0,0,0,0,0.01,0.005,0.336,0,0,0,0,0,0,0,0,0,4.725,18.3,0,18.3,4.8,2.1,1.1,0.1,8.1,20,43.3,0,0.3,43.6,2.4,0,0.2,0.1,0.3,7.1,0,7.1,7.241214152,0.078120569,3.971707317,3.801257253,0.191005803,3.614402559,3.92E-12,10.53674,2.227374938,197.5774302,181.5689906,15.899242,74.16583,44.08581,17.109941,3.971707317,0.146341463,STLA,STLA,1,60,1.500014
NLA06608-0077,PROB_Lake,1,9/8/07,YES,-74.53388264,40.92704692,1777854.248,585684.7203,-74.533121,40.927278,,NJ,New Jersey,MORRIS,Region_2,Mount Hope Lake,Mount Hope Lake,"(50,100]",4.730565159,473.0565159,4.730565159,YES,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,MAN-MADE,65.32834218,03:>50-100 ha,0.653283422,5.103487234,1.78119424,2.4,2.4,238.18,2,2030103,2.03E+12,5.3,116,1461,17.4,1711,7.25,308,67.97,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,1.576,157.6,0,0.717,0,0.044,0.03,0.028,0,0.101,0,0.376,0,0.009,0,0.016,0,0,0,0,0,0,0.255,0,0,0,0,0,0,0,0,0,1.576,45.5,0,45.5,2.8,1.9,1.8,0,6.5,6.4,23.9,0,0.6,24.5,1,0,0,0,0,16.2,0,16.2,0.866,0,0.225,0.101,0.05,0.007,0.946,0,2.05,0,0.016,0,0.113,0,0,0,0,0.01,0.005,0.336,0,0,0,0,0,0,0,0,0,4.725,18.3,0,18.3,4.8,2.1,1.1,0.1,8.1,20,43.3,0,0.3,43.6,2.4,0,0.2,0.1,0.3,7.1,0,7.1,7.241214152,0.078120569,3.971707317,3.801257253,0.191005803,3.614402559,3.92E-12,10.53674,2.227374938,197.5774302,181.5689906,15.899242,74.16583,44.08581,17.109941,3.971707317,0.146341463,HW,HWSE,1,60,1.500014
NLA06608-1576,PROB_Lake,1,9/9/07,,-93.9527628,38.3067683,177316.9457,92332.51294,-93.91896,38.30485,,MO,Missouri,HENRY,Region_7,Montrose Lake,Montrose Lake,>100,368.4470781,36844.70781,368.4470781,NO,40,Central Irregular Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,650.4758526,05:>500-5000 ha,6.504758526,28.27966458,3.127906283,3.5,3.5,229.32,10,10290108,1.03E+13,9.2,255,1344,18.6,1623.3,5.34,343,68.4,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,11.214,1121.4,0,6.314,0,0.119,0.098,0.017,0,0.047,0,0.671,0.005,0.027,0,0.026,0.033,0,0,0,0.877,0.52,2.19,0,0,0,0,0.27,0,0,0,0,11.214,56.3,0,56.3,1.1,0.9,0.2,0,2.2,0.4,6,0,0.2,6.2,0.2,0.3,7.8,4.6,12.4,19.5,2.4,21.9,8.706,0,14.081,0.948,0.063,0.001,0.304,0,30.242,0.167,0.172,0,0.901,1.989,0,0,0,184.518,102.834,22.235,0,0,0,0,1.3,0,0,0,0,368.461,2.4,0,2.4,3.8,0.3,0,0,4.1,0.1,8.2,0,0,8.2,0.2,0.5,50.1,27.9,78,6,0.4,6.4,56.64269882,0.043475349,0.998083957,0.442774605,0.042656936,10.58171362,2.01E-12,487.2996,1.322576922,402.384525,333.6044,10.337538,41.57599,19.68023,3.0420854,0.998083957,0.042675492,STLA,STLA,1,53,1.000002
NLA06608-0080,PROB_Lake,1,9/9/07,YES,-91.56105203,34.1200351,406249.8423,-368904.2851,-91.55416,34.11771,,AR,Arkansas,JEFFERSON,Region_6,Hannaberry Lake,Hannaberry Lake,"(50,100]",4.657475601,465.7475601,4.657475601,NO,73,Mississippi Alluvial Plain,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,79.79770424,03:>50-100 ha,0.797977042,6.378654064,2.014322107,3,3,51.5,8,8020402,8.02E+12,8.5,100,956,9.4,2076.2,5.41,411,58.46,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,2.092,209.2,0,0.84,0,0.082,0,0,0,0,0,0.007,0,0.005,0,0,0,0,0,0,0,0.77,0.377,0,0,0,0,0.011,0,0,0,0,2.092,40.2,0,40.2,3.9,0,0,0,3.9,0,0.3,0,0.2,0.5,0,0,0,36.8,36.8,18,0.5,18.5,0.794,0,0.164,0,0,0,0,0,0.009,0.001,0.014,0,0,0,0,0,0,0,3.301,0.365,0,0,0,0,0.011,0,0,0,0,4.659,17,0,17,3.5,0,0,0,3.5,0,0.2,0,0.3,0.5,0,0,0,70.9,70.9,7.8,0.2,8,5.836603503,0.079935308,0.346570397,0.108160685,0.037836786,4.747732941,3.16E-12,9.343375,2.006102951,200.7912317,200.7912317,181.76193,602.727,2.936356,0.7869126,0.346570397,0.060770156,ST,ST,1,229,1.000018
NLA06608-1101,PROB_Lake,1,9/9/07,,-74.46409963,41.16921419,1777442.403,613414.3193,-74.463821,41.166705,,NJ,New Jersey,SUSSEX,Region_2,,Highland Lake,>100,5.819602438,581.9602438,5.819602438,YES,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,MAN-MADE,128.792843,04:>100-500 ha,1.28792843,7.996450479,1.987679941,3.4,3.4,360.99,2,2020007,2.02E+12,5.3,109,1713,20.8,1664.3,5.53,398,128.74,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,2.505,250.5,0,1.297,0,0.687,0.027,0,0,0,0,0.33,0.03,0.039,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,2.505,51.8,0,51.8,27.4,1.1,0,0,28.5,0,13.2,1.2,1.6,16,0,0,0,0,0,3.8,0,3.8,1.434,0,1.712,0.067,0,0,0,0,2.162,0.03,0.069,0,0,0.038,0,0,0,0,0.001,0.313,0,0,0,0,0,0,0,0,0,5.826,24.6,0,24.6,29.4,1.2,0,0,30.6,0,37.2,0.5,1.2,38.9,0,0.7,0,0,0,5.4,0,5.4,4.518575957,0.062087693,3.142672692,1.707509515,0.271697763,17.61397476,1.23E-11,38.60097,6.632922298,47.36387289,47.36387288,16.172344,86.81239,60.59066,10.957568,3.142672692,0.573273079,ST,ST,1,149,1.034493
NLA06608-4382,PROB_Lake,1,9/10/07,,-97.77308405,34.72903354,-161050.7695,-308796.0138,-97.7734,34.72901,,OK,Oklahoma,GRADY,Region_6,,Rush Creek Site 17 Reservoir,"(10,20]",7.34554413,734.554413,7.34554413,NO,27,Central Great Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,14.49210426,02:>10-50 ha,0.144921043,3.049535498,2.259763742,4.7,4.9,354.89,11,11130303,1.11E+13,9.4,35,571,10.5,2583.6,5.72,302,12.08,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,0.774,77.4,0,0.093,0,0,0,0,0,0,0,0.37,0,0,0,0,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,12,0,12,0,0,0,0,0,0,47.8,0,0,47.8,0,40.2,0,0,0,0,0,0,0.142,0,0.126,0,0,0,0,0,1.869,0,0,0,0.005,4.845,0,0,0,0,0.358,0,0,0,0,0,0,0,0,0,0,7.345,1.9,0,1.9,1.7,0,0,0,1.7,0,25.4,0,0,25.4,0.1,66,0,4.9,4.9,0,0,0,50.68652556,0.210427378,0,0.181712963,0.02654321,NA,NA,8.157838,1.110583294,NA,519.2298146,759.7779,3955.0404,15.42783,3.9504244,0,0,ST,ST,0,229,0.576901
NLA06608-0268,PROB_Lake,1,9/10/07,,-96.32121976,35.50848975,-28883.49954,-223030.1123,-96.32333,35.52349,,OK,Oklahoma,OKFUSKEE,Region_6,Okemah Lake,Okemah Lake,>100,52.79355878,5279.355878,52.79355878,NO,29,Cross Timbers,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,285.7856053,04:>100-500 ha,2.857856053,23.155508,3.86392961,7.8,7.8,236.95,11,11100303,1.11E+13,9.4,20,464,6.29,1101.4,7.21,183,7.7,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,6.744,674.4,0,2.723,0,0.291,0.009,0.005,0,0,0,3.357,0,0,0,0,0.308,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,6.744,40.4,0,40.4,4.3,0.1,0.1,0,4.5,0,49.8,0,0,49.8,0,4.6,0.8,0,0.8,0,0,0,2.868,0,2.538,0.012,0.021,0,0,0,21.77,0,0,0,0,14.531,0,0,0,10.261,0.797,0,0,0,0,0,0,0,0,0,0,52.798,5.4,0,5.4,4.8,0,0,0,4.8,0,41.2,0,0,41.2,0,27.5,19.4,1.5,20.9,0,0,0,18.47313434,0.081024053,0.375286518,0.320656912,0.059246955,13.73514432,3.17E-12,125.8119,2.383091865,203.7949905,190.8379258,132.2145,488.2795,39.75942,8.175167,0.375286518,0.076265889,ST,ST,0,1075,0.375811
NLA06608-0711,PROB_Lake,1,9/10/07,,-93.11140261,30.75107327,275833.0266,-749803.021,-93.09981,30.73488,,LA,Louisiana,BEAUREGARD,Region_6,Bundick Lake,Bunkick Lake,>100,546.3314518,54633.14518,546.3314518,NO,35,South Central Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,624.012216,05:>500-5000 ha,6.24012216,24.49957698,2.766668388,6.5,6.5,27.67,8,8080204,8.08E+12,8.3,74,523,8.67,221.9,6.76,51,16.32,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,10.036,1003.6,0,5.681,0,0,0.332,0,0,0.008,0,0.027,0.289,0.254,0,0.64,0.097,0,0,0,0.036,0,1.92,0,0,0,0,0.752,0,0,0,0,10.036,56.6,0,56.6,0,3.3,0,0,3.3,0.1,0.3,2.9,2.5,5.7,6.4,1,0.4,0,0.4,19.1,7.5,26.6,6.768,0,16.18,48.947,4.44,2.726,0.977,0,0.558,171.028,23.708,0,98.861,23.959,0,0,0,73.761,2.804,70.233,0,0,0,0,1.373,0,0,0,0,546.323,1.2,0,1.2,3,9,0.8,0.5,13.3,0.2,0.1,31.3,4.3,35.7,18.1,4.4,13.5,0.5,14,12.9,0.3,13.2,87.55140329,0.039261374,2.498661909,2.850581702,0.105477469,16.2696372,3.93E-12,1201.9929,2.200116584,217.1962595,189.2410792,3.2941432,12.9088296,13.056386,3.184133,2.498661909,0.086975914,NA,NA,0,17,0.495185
NLA06608-1690,PROB_Lake,1,9/10/07,,-85.78652164,44.63943331,807000.0664,842201.6913,-85.78455,44.63891,,MI,Michigan,GRAND TRAVERSE,Region_5,Bridge Lake,Bridge Lake,"(10,20]",6.272425924,627.2425924,6.272425924,NO,51,North Central Hardwood Forests,VII,Mostly Glaciated Dairy Region,VII,NATURAL,12.56896802,02:>10-50 ha,0.12568968,1.559150221,1.240604116,11,11,251.99,4,4060104,4.06E+12,8.1,7,317,1.13,2318.4,4.12,280,4.63,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,0.479,47.9,0,0.116,0,0,0,0,0,0,0,0.033,0,0,0,0.005,0.003,0,0,0,0,0.005,0.257,0,0,0,0,0.06,0,0,0,0,0.479,24.2,0,24.2,0,0,0,0,0,0,6.9,0,0,6.9,1,0.6,0,1,1,53.7,12.5,66.2,0.115,0,0.214,0.365,0.057,0,0.039,0,0.783,0.689,0.023,0,0.62,2.077,0,0,0,0.006,0.621,0.575,0,0,0,0,0.079,0,0,0,0,6.263,1.8,0,1.8,3.4,5.8,0.9,0,10.1,0.6,12.5,11,0.4,23.9,9.9,33.1,0.1,9.9,10,9.2,1.3,10.5,49.90406463,0.124047592,0,1.913602451,0.101185718,0.065822057,1.41E-13,20.256008,3.229373553,510.0335605,347.9300786,8.362646,43.24184,3.5869,1.0620584,0,0,ST,ST,0,89,0.265773
NLA06608-1873,PROB_Lake,1,9/11/07,,-123.2647195,47.48799465,-2039498.51,1409448.136,-123.22527,47.450809,,WA,Washington,MASON,Region_10,Lake Cushman,Cushman Lake,>100,237.8672258,23786.72258,237.8672258,NO,1,Coast Range,II,Western Forested Mountains,II,NATURAL,1551.859003,05:>500-5000 ha,15.51859003,34.96403318,2.503747114,44.8,44.8,225.08,17,17110017,1.71E+13,7.1,1,37,0.446,536.1,0.76,67,0.46,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,21.274,2127.4,0,14.46,0,0.484,0.104,0.021,0,1.287,0,0.078,4.203,0.203,0,0.173,0.089,0,0,0,0,0,0.005,0,0,0,0,0.167,0,0,0,0,21.274,68,0,68,2.3,0.5,0.1,0,2.9,6,0.4,19.8,1,21.2,0.8,0.4,0,0,0,0,0.8,0.8,14.718,4.105,2.445,0.568,0.041,0,5.243,0,0.503,181.338,1.391,0,21.106,5.746,0,0,0,0.016,0,0.421,0,0,0,0,0.238,0,0,0,0,237.879,6.2,1.7,7.9,1,0.2,0,0,1.2,2.2,0.2,76.2,0.6,77,8.9,2.4,0,0,0,0.2,0.1,0.3,15.32788902,0.022530419,1.775765705,0.334504489,0.023993863,38.12710102,4.74E-12,249.785431,1.05010454,221.284257,211.6277192,23.23754,106.04825,615.8446,95.84449,1.775765705,0.105186676,HW,HWSE,0,117,0.067691
