SITE_ID,VISIT_NO,lon_dd,lat_dd,trophic_cat,tp_ugl,chla_ugl,mic_ppb,tn_ugl,P_net_kgha,P_crop_kgha,P_fert_kgha,P_manu_kgha,prec_tot_ann_mm,prec_tot_mon_1_mm,prec_tot_mon_2_mm,prec_tot_mon_3_mm,prec_tot_mon_4_mm,prec_tot_mon_5_mm,prec_tot_mon_6_mm,prec_tot_mon_7_mm,prec_tot_mon_8_mm,prec_tot_mon_9_mm,prec_tot_mon_10_mm,prec_tot_mon_11_mm,prec_tot_mon_12_mm,chla_log,mic_log,P_crop_log,P_fert_log,P_manu_log,tn_log,tp_log,prec_tot_ann_log,DATE_COL,MONTH_COL,prec_tot_mon_s_0_mm,prec_tot_mon_s_1_mm,prec_tot_mon_s_2_mm,prec_tot_mon_s_3_mm,prec_tot_mon_s_4_mm,cybv_um3ml,cybv_log,totbv_u3ml,cypro,temp_surf,temp_mean,temp_bot,strat_thermod_m,strat_buoy_freq_s2,strat_thermod_log,strat_surfminbot
NLA12_MT-162,1,-109.77334,45.03955,OLIGOTROPHIC,8.0,1.624,0.0,83.0,-0.0,0.0,0.0,0.0,1402.08718793,173.682077844,187.348606872,176.038585477,149.141122332,123.181795632,32.5106280267,51.064852678,23.7364986861,15.4088666804,108.497019439,120.539068063,240.938066198,0.484892241739,-inf,-inf,-inf,-inf,4.4188406078,2.07944154168,7.24571725391,2012-09-18,9,15.4088666804,23.7364986861,51.064852678,32.5106280267,123.181795632,,,,,12.05,8.9147826087,,10.4880164127,0.00215168037079,2.35023331136,
NLA12_MT-164,1,-114.35833,48.16428,EUTROPHIC,10.0,1.782,0.0,901.0,-0.197345748179,1.0968178055,0.845796815523,0.0536752056862,508.46335143,33.9164132153,29.1896842088,59.0760115176,38.5217378613,38.3071159256,105.505511135,22.8548263709,13.3492846218,10.7234807326,68.8387352234,42.0109461919,46.1696044259,0.577736329049,-inf,0.0924130831755,-0.167476118998,-2.92480410316,6.80350525761,2.30258509299,6.23139314097,2012-08-23,8,13.3492846218,22.8548263709,105.505511135,38.3071159256,38.5217378613,58795.049,10.9818129297,3476711.7267,0.0169111084329,21.9,12.0423076923,4.5,7.56636763052,0.0114183828777,2.02371311484,17.4
NLA12_MT-164,2,-114.36014,48.16495,MESOTROPHIC,9.0,1.216,0.09658,944.0,-0.197345748179,1.0968178055,0.845796815523,0.0536752056862,508.46335143,33.9164132153,29.1896842088,59.0760115176,38.5217378613,38.3071159256,105.505511135,22.8548263709,13.3492846218,10.7234807326,68.8387352234,42.0109461919,46.1696044259,0.195566783544,-2.33738359854,0.0924130831755,-0.167476118998,-2.92480410316,6.85012616615,2.19722457734,6.23139314097,2012-09-13,9,10.7234807326,13.3492846218,22.8548263709,105.505511135,38.3071159256,566997.2569,13.2481097448,2529251.2457,0.224175932646,17.2,9.8,4.3,9.56232447278,0.00725132355067,2.2578308432,12.9
NLA12_MT-177,1,-107.12214,47.87615,EUTROPHIC,46.0,2.197333333,0.11185,1353.0,-0.0,0.0,0.0,0.0,285.004060051,7.95896992143,14.2106509976,5.76077629218,39.5325734435,72.4441369767,39.7299605348,23.8528689659,15.1448371384,0.717157724027,36.3557009007,19.8976923214,9.3987348348,0.787244503787,-2.19059659105,-inf,-inf,-inf,7.21007962817,3.82864139649,5.65250342596,2012-09-06,9,0.717157724027,15.1448371384,23.8528689659,39.7299605348,72.4441369767,54960.16,10.9143638381,798117.4551,0.0688622453359,16.1,16.1,16.1,0.25,-0.0,-1.38629436112,0.0
NLA12_NC-101,1,-81.27306,35.80574,EUTROPHIC,38.0,13.248,0.11204,291.0,8.50560069196,4.83174452787,7.48637050899,5.85097472954,1176.45639883,98.763234156,38.7669983183,92.4059156467,134.76684629,153.018900083,73.3036334962,135.671326833,99.8788381589,165.200827914,52.2947535887,14.4640377167,117.921086625,2.58384659764,-2.18889932859,1.57520758835,2.01308410184,1.7666082678,5.67332326717,3.63758615973,7.07026214741,2012-06-03,6,73.3036334962,153.018900083,134.76684629,92.4059156467,38.7669983183,737860.7559,13.5115104081,1313180.8673,0.561888140677,25.1,22.6916666667,19.5,4.39129215372,0.0048615621854,1.47962352403,5.6
NLA12_NC-101,2,-81.26775,35.8044,EUTROPHIC,55.0,10.9,0.09306,1000.0,8.50560069196,4.83174452787,7.48637050899,5.85097472954,1176.45639883,98.763234156,38.7669983183,92.4059156467,134.76684629,153.018900083,73.3036334962,135.671326833,99.8788381589,165.200827914,52.2947535887,14.4640377167,117.921086625,2.38876278924,-2.37451083257,1.57520758835,2.01308410184,1.7666082678,6.90775527898,4.00733318523,7.07026214741,2012-08-17,8,99.8788381589,135.671326833,73.3036334962,153.018900083,134.76684629,503640.9303,13.1296188533,6694927.4404,0.075227242533,28.4,25.7142857143,20.6,17.0742820223,0.00347309079906,2.8375733561,7.8
NLA12_NC-103,1,-79.20769,35.05224,EUTROPHIC,11.0,3.12,0.0809,114.0,0.0,0.0,0.0,0.0,1045.79897071,59.7923960349,54.1148195042,103.431327987,75.5653938051,147.661889987,68.4445587772,152.346935274,127.789723745,88.150067816,32.7021906388,29.5447814082,106.254885735,1.13783300182,-2.51454145492,-inf,-inf,-inf,4.73619844839,2.3978952728,6.95253643754,2012-06-07,6,68.4445587772,147.661889987,75.5653938051,103.431327987,54.1148195042,5356.2608,8.58602139868,530958.1784,0.0100879146756,25.8,23.225,19.2,3.68797572555,0.00573829334478,1.30507772366,6.6
NLA12_NC-104,1,-77.10308,34.93309,MESOTROPHIC,36.0,7.52,0.0,650.0,0.0,0.0,0.0,0.0,1418.55814981,60.9753669511,63.1104801684,102.709109412,59.341643234,194.690520605,90.0596920479,223.694751807,207.869280624,155.70914638,105.137030311,28.2935265269,126.96760174,2.01756613796,-inf,-inf,-inf,-inf,6.47697236289,3.58351893846,7.25739624728,2012-08-08,8,207.869280624,223.694751807,90.0596920479,194.690520605,59.341643234,1422.2339,7.25998408348,734722.5154,0.00193574291,29.55,29.32,28.8,1.1,0.00577211290743,0.0953101798043,0.75
NLA12_NC-105,1,-83.66882,35.17917,OLIGOTROPHIC,15.0,0.864,0.0,41.0,0.136003389247,0.0811740888179,0.184995786205,0.0321816911025,1541.62341535,226.921053263,55.9587799764,143.163159916,128.992659811,106.374319659,128.393671524,159.365149765,103.083575673,200.627929355,55.3342455559,22.1872278896,211.22164296,-0.146182510178,-inf,-2.51115918597,-1.68742223144,-3.43635758745,3.7135720667,2.7080502011,7.34059130597,2012-05-30,5,106.374319659,128.992659811,143.163159916,55.9587799764,226.921053263,9661.1093,9.17586375498,158430.8803,0.0609799635128,23.55,14.3,8.5,3.5,0.00751611750239,1.2527629685,15.05
NLA12_NC-107,1,-78.62232,35.3474,EUTROPHIC,26.0,31.2,0.13185,658.0,46.6882193962,46.6287379251,40.2842745517,53.0326827696,,,,,,,,,,,,,,3.44041809482,-2.02609036618,3.84221704473,3.69596118317,3.97090837953,6.48920493133,3.25809653802,,2012-05-23,5,,,,,,7117.9781,8.87037898936,2369941.4453,0.0030034404918,29.8,26.72,23.75,0.5,0.00927689336078,-0.69314718056,6.05
NLA12_NC-108,1,-82.08369,35.72544,MESOTROPHIC,26.0,2.034285714,0.12532,94.0,0.122760700057,0.0447550013358,0.104108690046,0.0634070072772,1288.91182208,117.118522987,42.7662897556,100.265119087,147.418802129,180.215853866,58.9325474422,174.052887589,108.479535999,158.20160363,62.8160995105,14.5373594885,124.107200598,0.710144756788,-2.0768848129,-3.10655207881,-2.26231982897,-2.75818089877,4.54329478227,3.25809653802,7.16155359259,2012-06-02,6,58.9325474422,180.215853866,147.418802129,100.265119087,42.7662897556,8333.2426,9.02800792712,755502.4895,0.0110300663675,20.8,14.7,8.8,2.54432434647,0.00450619521371,0.933865132033,12.0
NLA12_NC-109,1,-82.71729,35.14874,,12.0,2.05,0.09327,115.0,-0.00125599416668,0.510001875763,0.499951948926,0.00879390341508,1752.47682451,166.13167785,42.8887213031,155.627652158,158.074220606,139.942708127,106.952201684,329.024149809,170.897256235,223.269013892,68.8808913191,21.8909486492,168.897382875,0.71783979315,-2.37225676624,-0.673340875303,-0.693243287327,-4.73369659133,4.74493212836,2.48490664979,7.46878539457,2012-06-04,6,106.952201684,139.942708127,158.074220606,155.627652158,42.8887213031,228.5465,5.43173969072,329342.2938,0.000693948224393,23.7,19.0,11.1,4.64095742117,0.00804539072147,1.53492068572,12.6
NLA12_NC-114,1,-78.66151,35.85728,EUTROPHIC,116.0,56.26666667,0.16081,878.0,0.0064960320483,0.014293030026,0.0205584192942,0.000230642295441,1077.10627515,52.2049303399,54.3530432418,120.110235321,51.6778627771,139.811893764,53.182317909,130.776588525,123.835407389,189.67874687,58.2491161003,17.621572841,85.6045600734,4.03010229355,-1.82753173512,-4.24798327131,-3.88448472393,-8.3746425522,6.77764659364,4.75359019111,6.98203334931,2012-08-20,8,123.835407389,130.776588525,53.182317909,139.811893764,51.6778627771,1004587.5398,13.8200876071,1827895.684,0.549586909468,25.8,25.0,24.2,0.5,0.00154120528921,-0.69314718056,1.6
NLA12_NC-115,1,-78.81448,35.22408,EUTROPHIC,58.0,13.22666667,0.0,788.0,39.1620828746,19.8139035612,19.8268895321,39.1490992772,1054.79563739,58.3936096409,55.969810124,126.19803769,56.900059666,143.924230567,70.9243810198,137.273142921,132.543838292,86.2365610621,52.4849921848,26.4201968568,107.526777368,2.582234994,-inf,2.98638389133,2.98703907355,3.6673774152,6.66949808986,4.06044301055,6.96110231851,2012-08-11,8,132.543838292,137.273142921,70.9243810198,143.924230567,56.900059666,195417.8371,12.1828952995,4070908.0242,0.0480035009237,28.75,27.475,25.6,0.5,0.00541615557807,-0.69314718056,3.15
NLA12_NC-116,1,-79.83673,36.13031,EUTROPHIC,66.0,24.96,0.08899,490.0,0.0,0.0,0.0,0.0,1012.75776738,54.2088816762,42.8741512299,103.389663994,54.7608480752,131.737374306,65.4943583608,103.313147634,188.678639174,135.950965643,54.7171242237,9.23623585701,68.3963772058,3.2172745435,-2.41923127511,-inf,-inf,-inf,6.1944053911,4.18965474203,6.92043235165,2012-06-06,6,65.4943583608,131.737374306,54.7608480752,103.389663994,42.8741512299,38485.3064,10.5580317955,3873071.3245,0.00993663766442,23.55,23.3285714286,22.7,2.2,0.00231980145247,0.788457360364,0.85
NLA12_NC-116,2,-79.83677,36.1305,EUTROPHIC,29.0,53.02857143,0.0,260.0,0.0,0.0,0.0,0.0,1012.75776738,54.2088816762,42.8741512299,103.389663994,54.7608480752,131.737374306,65.4943583608,103.313147634,188.678639174,135.950965643,54.7171242237,9.23623585701,68.3963772058,3.97083085188,-inf,-inf,-inf,-inf,5.56068163102,3.36729582999,6.92043235165,2012-08-18,8,188.678639174,103.313147634,65.4943583608,131.737374306,54.7608480752,24500521.6426,17.0142049668,27389235.2078,0.894531061445,27.05,26.7285714286,26.2,2.15,0.00176186510006,0.76546784214,0.85
NLA12_NC-124,1,-80.26472,35.11543,EUTROPHIC,140.0,92.016,0.13398,1623.0,111.727587737,23.583478072,9.77714627555,125.53392153,955.242652923,78.6927047074,44.3278854787,86.8630844653,59.8161031008,114.587762713,60.4609745145,130.868385673,163.937952548,83.3982120752,24.489403367,24.9922335744,82.8079507053,4.52196247497,-2.0100647439,3.16054638517,2.2800476496,4.83257601313,7.39203156751,4.94164242261,6.86196539504,2012-08-10,8,163.937952548,130.868385673,60.4609745145,114.587762713,59.8161031008,6774583.4896,15.7286884453,12262101.2181,0.552481452331,28.6,24.2142857143,16.1,2.92419524683,0.0116859202251,1.07301931354,12.5
NLA12_NC-127,1,-79.40151,35.21548,EUTROPHIC,19.0,7.725714286,0.0,294.0,6.85042130609,1.47001557886,1.42089166028,6.89954508479,1055.77760917,70.166645664,64.7288215292,96.3781099975,72.447788372,125.194932914,55.9955226862,183.914569639,128.972200749,91.5154708052,33.4839348352,29.5272062874,103.452405696,2.04455428272,-inf,0.385272998598,0.351284604323,1.93145547969,5.68357976734,2.94443897917,6.96203284471,2012-08-09,8,128.972200749,183.914569639,55.9955226862,125.194932914,72.447788372,8484.1772,9.04595820184,1876720.8416,0.00452074544702,30.05,26.825,19.3,4.53155268819,0.0119115052378,1.51106463754,10.75
NLA12_NC-134,1,-78.14687,35.70775,EUTROPHIC,45.0,25.44,1.14654,756.0,18.2425571345,39.878708494,28.6849024208,29.4363625062,1101.1703134,64.0521366878,60.2875627726,112.485429233,75.4673041511,139.208983238,49.5631835939,147.22255965,141.027654454,136.823775381,70.0472907551,14.6464456747,90.3379878055,3.23632273847,0.136748711499,3.68584255977,3.3563709363,3.38223073005,6.62804137618,3.80666248977,7.00412881449,2012-08-22,8,141.027654454,147.22255965,49.5631835939,139.208983238,75.4673041511,1878141.8216,14.4457934533,3362521.6849,0.558551586458,27.9,27.8833333333,27.8,3.4,0.000347963047718,1.22377543162,0.1
NLA12_ND-101,1,-97.23514,46.09849,HYPEREUTROPHIC,414.0,13.44,1.12003,1553.0,-23.5092547682,148.532804311,121.014980545,4.0085707011,479.451358032,16.189300541,34.3010926538,21.7847717431,102.325341808,49.8340922442,74.1136546447,52.4108923488,45.1685758792,7.0834736373,56.2576636709,6.27260151458,13.7098973467,2.5982353351,0.113355470663,5.0008058383,4.79591434409,1.38843474414,7.34794382315,6.02586597383,6.17264244607,2012-05-30,5,49.8340922442,102.325341808,21.7847717431,34.3010926538,16.189300541,1726743.2657,14.361747687,3197010.0062,0.540111936576,15.5,15.5,15.5,0.5,-0.0,-0.69314718056,0.0
NLA12_ND-101,2,-97.24019,46.09925,HYPEREUTROPHIC,545.0,41.952,1.08015,1978.0,-23.5092547682,148.532804311,121.014980545,4.0085707011,479.451358032,16.189300541,34.3010926538,21.7847717431,102.325341808,49.8340922442,74.1136546447,52.4108923488,45.1685758792,7.0834736373,56.2576636709,6.27260151458,13.7098973467,3.73652610758,0.0770999203808,5.0008058383,4.79591434409,1.38843474414,7.58984151218,6.30078579466,6.17264244607,2012-07-09,7,52.4108923488,74.1136546447,49.8340922442,102.325341808,21.7847717431,10470058.8787,16.1640302064,13087209.356,0.800022265549,27.2,26.2833333333,24.9,3.25,0.00356339521869,1.17865499634,2.3
NLA12_ND-102,1,-98.90143,48.24628,EUTROPHIC,254.0,59.2,2.98849,2750.0,0.467995684584,109.039496683,109.333211491,0.174278580396,433.411532045,5.14863758379,4.38324124451,15.2285724479,23.5287543742,42.1673576695,68.7420175237,53.5656809669,80.6918489573,9.16643181712,80.3127605618,41.9037562125,8.57247268604,4.08092154189,1.09476824312,4.69171017149,4.69440020531,-1.7471002233,7.91935619066,5.53733426702,6.07168769707,2012-06-27,6,68.7420175237,42.1673576695,23.5287543742,15.2285724479,4.38324124451,1156648.6232,13.9610372636,2277974.0301,0.507753208736,22.215,22.1514285714,22.0,3.1,0.000446543397135,1.13140211149,0.215
NLA12_ND-103,1,-99.63073,47.074712,MESOTROPHIC,88.0,19.15,0.16339,2085.0,-5.60161920226,9.81083983312,4.11775173316,0.0914689514608,417.287112355,4.03889271617,10.0669316649,7.08844065666,88.0162235498,54.913890183,68.0137998462,47.8146601021,53.2470088303,4.03342267871,55.012250632,15.4993031621,9.54228833318,2.95230271563,-1.81161529794,2.28348787981,1.41530731858,-2.39175569258,7.64252413423,4.47733681448,6.03377450372,2012-07-30,7,47.8146601021,68.0137998462,54.913890183,88.0162235498,7.08844065666,332350.7352,12.7139461216,1438366.897,0.231061167977,23.7,23.58,23.4,2.3,0.000395561070758,0.832909122935,0.3
NLA12_ND-104,1,-100.83031,47.61471,EUTROPHIC,274.0,41.4,39.946,2408.0,-0.96063345508,66.196404542,64.8871109315,0.348663130123,430.677259995,3.88231365,11.8092763807,13.4972274878,84.2673725856,57.2656524906,70.1336986263,38.2342201869,32.7855784097,5.65195605583,69.8498241491,26.5254350123,16.7747049602,3.72328088083,3.68752854204,4.19262614941,4.17264900509,-1.05364906613,7.78655180643,5.61312810639,6.06535899288,2012-06-07,6,70.1336986263,57.2656524906,84.2673725856,13.4972274878,11.8092763807,21936094.7682,16.903644001,21965029.6384,0.998682684673,18.0,17.3125,14.5,5.5,0.00357301887784,1.70474809224,3.5
NLA12_ND-105,1,-99.03043,48.05957,EUTROPHIC,328.0,23.92,4.65996,1721.0,-9.59819961397,103.852888729,93.9185253958,0.3361594914,434.589701269,6.96472897739,6.88732392312,15.6426829099,33.874696633,47.8109010039,75.4067428343,49.3075617801,64.3414459657,7.36205093891,74.2798894305,42.8386566922,9.87302017951,3.17471492908,1.53900686441,4.6429753663,4.54242765532,-1.09016955486,7.45066079621,5.79301360838,6.07440237051,2012-08-22,8,64.3414459657,49.3075617801,75.4067428343,47.8109010039,33.874696633,2559987.874,14.7555130797,2766985.5901,0.925190171991,21.4,20.8272727273,20.5,0.5,0.000860648628327,-0.69314718056,0.9
NLA12_ND-106,1,-100.75523,48.33315,HYPEREUTROPHIC,89.0,13.2,0.1664,1615.0,-10.4668920389,70.6651932284,59.632927712,0.565375822624,419.975250706,8.61397319737,11.8355441148,22.2389868494,80.8376714911,46.5762654236,82.4716847216,19.6919672163,28.6494887003,5.6823369389,65.1479649407,33.8094430117,14.4199241004,2.58021682959,-1.7933607506,4.25795313525,4.0882078999,-0.57026459618,7.38709023566,4.48863636973,6.04019578265,2012-07-05,7,19.6919672163,82.4716847216,46.5762654236,80.8376714911,22.2389868494,3229169.7808,14.9877356284,8163620.2434,0.395556099441,24.0,24.0,24.0,0.5,-0.0,-0.69314718056,0.0
NLA12_ND-107,1,-99.133225,45.95196,MESOTROPHIC,99.0,19.48,0.63414,3125.0,-6.8122551344,16.3072249922,9.30355642713,0.19141334048,367.988421662,8.2892101109,18.7557230507,18.2904156872,119.074618727,49.5439924342,28.3782665985,51.1171673792,30.9211337055,5.55663503919,17.6720740753,8.94112423914,11.4480606147,2.96938829821,-0.455485528733,2.79160826066,2.23039673858,-1.65332010291,8.04718956217,4.59511985013,5.9080514748,2012-07-10,7,51.1171673792,28.3782665985,49.5439924342,119.074618727,18.2904156872,1270271.1593,14.0547409469,3249608.5027,0.390899752461,23.95,23.85,23.5,1.65,0.00239278516548,0.500775287912,0.45
NLA12_ND-108,1,-99.50063,46.36655,EUTROPHIC,603.0,446.4,0.39049,6788.0,-12.2815601062,43.1949630815,30.0758431966,0.837561696084,376.115676775,5.77455307089,19.4426565188,8.44785781817,103.010425257,68.8774234455,37.3427394989,44.6965535905,36.7972739138,7.80324695624,26.4278729093,9.51290664466,7.98216715155,6.10121541107,-0.940352918225,3.76572389312,3.40372229793,-0.17726035103,8.82291162635,6.40191719673,5.92989674707,2012-06-18,6,37.3427394989,68.8774234455,103.010425257,8.44785781817,19.4426565188,29874628.7586,17.2125201416,33519010.9644,0.891274172449,20.47,20.47,20.47,0.25,-0.0,-1.38629436112,0.0
NLA12_ND-109,1,-99.41645,46.89271,,176.0,13.46666667,3.05054,2830.0,-9.17248034332,59.2196142827,49.5524645122,0.494671940268,383.524790734,4.57630614902,12.6968869875,9.2922116286,72.8178076118,61.7464708987,60.2437659709,46.8145587887,43.5434407984,4.51370328678,42.9471874642,14.3288967703,10.0035543793,2.60021749655,1.11531862413,4.08125280936,3.90303199742,-0.70386048306,7.94803199064,5.17048399504,5.94940426209,2012-07-24,7,46.8145587887,60.2437659709,61.7464708987,72.8178076118,9.2922116286,8399304.5879,15.9436594732,8489231.9099,0.989406895352,25.3,25.2666666667,25.2,2.5,0.000254511778736,0.916290731874,0.1
NLA12_ND-110,1,-101.51443,47.86436,HYPEREUTROPHIC,203.0,6.8,0.3067,1956.0,4.50507278191,71.9588021273,75.8900235151,0.57385444145,444.829258017,4.61312277569,17.4638269996,16.5144167393,93.8430390917,61.6450141794,83.9159499099,23.0461733011,25.1131749563,5.44011664918,65.0189320005,29.270990471,18.9445009436,1.91692261218,-1.18188520786,4.27609376257,4.32928523327,-0.555379501144,7.57865685059,5.31320597904,6.09769051869,2012-06-13,6,83.9159499099,61.6450141794,93.8430390917,16.5144167393,17.4638269996,146862.6132,11.8972528247,214854.5637,0.683544303974,16.7,16.66,16.6,0.75,0.000333338581131,-0.287682072452,0.1
NLA12_ND-112,1,-99.55935,46.66431,MESOTROPHIC,147.0,3.28,0.24161,1900.0,-15.6121214322,43.2824679079,26.9479630095,0.722384937851,404.590761891,4.27356210651,14.3973542752,6.37975597629,93.0803455635,68.0603531607,52.3357719639,51.543477582,47.387885368,5.73699579043,36.5585318033,13.4207390466,11.4159892547,1.1878434224,-1.42043042305,3.76774765481,3.29390771043,-0.325197127248,7.54960916515,4.99043258678,6.00287609178,2012-05-15,5,68.0603531607,93.0803455635,6.37975597629,14.3973542752,4.27356210651,224125.296,12.3199605316,25455086.9052,0.00880473505491,14.375,14.3325,14.23,5.25,0.000111301311621,1.6582280766,0.145
NLA12_ND-113,1,-99.713032,48.895658,EUTROPHIC,49.0,11.2,0.0806,1689.0,-0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2.4159137783,-2.51825662947,-inf,-inf,-inf,7.43189191681,3.89182029811,,2012-08-20,8,,,,,,327683.2077,12.6998025905,17713478.8858,0.0184990881697,19.0,20.0,19.0,1.75,0.00810904760518,0.559615787935,0.0
NLA12_ND-114,1,-99.78373,46.82271,MESOTROPHIC,153.0,17.28,0.06587,1564.0,-36.1916007663,63.387028929,26.6044551406,0.590973369352,426.458211866,4.23223577974,11.7982412485,6.94926136846,90.8232476402,69.9009505647,65.3727415034,54.3975070544,49.2715269778,3.90213608453,41.9823197046,15.9120138101,11.9160301294,2.84954976338,-2.72007217633,4.14925924949,3.28107868825,-0.525984322909,7.35500192111,5.03043792139,6.05551438292,2012-07-23,7,54.3975070544,65.3727415034,69.9009505647,90.8232476402,6.94926136846,234682.7123,12.3659897204,2144930.2493,0.109412747746,26.5,26.5,26.5,0.25,-0.0,-1.38629436112,0.0
NLA12_ND-115,1,-100.63453,46.82646,MESOTROPHIC,70.0,7.48,0.13164,1509.0,-52.7408925896,101.203450541,48.0033995117,0.459154394016,423.579663026,4.91576071372,12.5037804961,14.1946019529,72.0332857553,47.8818507162,50.4869809674,54.1953178022,77.3215850852,1.44022901579,34.3465344583,33.3992638581,20.8604722048,2.01223279199,-2.02768435491,4.61713285253,3.87127183156,-0.778368755077,7.31920245877,4.24849524205,6.04874160272,2012-05-16,5,47.8818507162,72.0332857553,14.1946019529,12.5037804961,4.91576071372,123315.9492,11.7225050336,3451262.3011,0.0357306800937,16.995,15.047,11.87,2.70513170383,0.0023556945831,0.995150600145,5.125
NLA12_ND-115,2,-100.636,46.82609,HYPEREUTROPHIC,62.0,55.8,0.13935,1808.0,-52.7408925896,101.203450541,48.0033995117,0.459154394016,423.579663026,4.91576071372,12.5037804961,14.1946019529,72.0332857553,47.8818507162,50.4869809674,54.1953178022,77.3215850852,1.44022901579,34.3465344583,33.3992638581,20.8604722048,4.02177386939,-1.97076652505,4.61713285253,3.87127183156,-0.778368755077,7.49997654095,4.12713438505,6.04874160272,2012-06-25,6,50.4869809674,47.8818507162,72.0332857553,14.1946019529,12.5037804961,19055647.6147,16.7628740783,21954185.6426,0.867973329775,20.92,17.195,10.6,5.78995359276,0.00345517173246,1.75612427649,10.32
NLA12_ND-118,1,-99.39491,46.36728,MESOTROPHIC,230.0,1.76,0.41561,2715.0,-22.222974654,78.1594977705,54.4209933653,1.51553322072,365.895222428,6.6643588133,18.4553633345,8.20306674049,98.5300194422,67.3240963762,34.4074512072,43.7315790824,36.4287732881,8.34031379652,26.7221603515,9.05875821658,8.02928177856,0.56531380905,-0.878007958449,4.35875158206,3.99674998687,0.415767337908,7.90654723237,5.43807930892,5.9023470149,2012-06-07,6,34.4074512072,67.3240963762,98.5300194422,8.20306674049,18.4553633345,280.0149,5.63484281604,60676.2463,0.00461490149894,19.21,18.682,18.2,3.5,0.00068697830399,1.2527629685,1.01
NLA12_ND-119,1,-100.44165,47.73658,MESOTROPHIC,840.0,11.64,0.38183,2508.0,-36.6057603846,57.7877338558,20.7640878718,0.417883720436,412.324785501,4.07714870572,12.2092886269,13.4880971909,71.6809283793,54.5969016254,62.8492462039,36.8078759909,34.397736311,5.13192138076,76.6159423888,25.5278525352,14.9418461621,2.4544474423,-0.962779795607,4.05677653613,3.03322494989,-0.872552065931,7.82724090175,6.73340189184,6.02181135312,2012-06-28,6,62.8492462039,54.5969016254,71.6809283793,13.4880971909,12.2092886269,749056.3503,13.5265694937,1241251.9513,0.603468417122,21.375,21.3733333333,21.37,1.27272727273,4.33597984118e-05,0.241162056819,0.005
NLA12_ND-126,1,-102.94218,48.75015,HYPEREUTROPHIC,751.0,62.8,0.11717,3088.0,-7.04837922903,63.3456409771,56.0220190393,0.275240606504,371.035652244,10.5292924643,14.2182960749,6.40088182092,37.666990459,76.9941366136,84.8912498295,38.3665308952,12.9033464789,4.43784303665,35.7585631728,34.7234923542,14.1450290442,4.13995507347,-2.1441294073,4.14860609583,4.02574481058,-1.2901096311,8.03527891114,6.62140565176,5.91629815568,2012-06-19,6,84.8912498295,76.9941366136,37.666990459,6.40088182092,14.2182960749,,,,,16.8,16.8,16.8,0.25,-0.0,-1.38629436112,0.0
NLA12_ND-129,1,-100.14114,46.72182,MESOTROPHIC,839.0,283.2,3.74658,3680.0,-30.0339267691,55.4487000425,24.8245907154,0.590182980859,420.898390918,4.47357593525,10.4851545139,7.39293416319,91.9188735768,68.6361700634,64.1119964853,57.1245113157,47.2990317457,3.3759939765,37.5892133961,15.8844228054,12.6065129404,5.64615336182,1.32084342386,4.01545826974,3.211834723,-0.527322653116,8.21066803116,6.73221070647,6.04239145281,2012-07-27,7,57.1245113157,64.1119964853,68.6361700634,91.9188735768,7.39293416319,25994674.4706,17.073402247,26003124.4713,0.999675039024,21.6,21.575,21.5,1.25,0.000437130414466,0.223143551314,0.1
NLA12_ND-131,1,-101.82358,46.59737,EUTROPHIC,36.0,2.917333333,0.11714,1140.0,9.86070869008,58.4635005562,66.8283217446,1.4958875553,353.559642622,2.62766455294,13.0918931605,3.43225500006,70.1820186563,51.125980387,54.3194247127,44.02852939,30.2404019181,4.48484249568,46.1463695774,15.9823569958,17.8979057759,1.0706699569,-2.14438547832,4.0684026374,4.2021269689,0.402719713161,7.03878354139,3.58351893846,5.86805219139,2012-08-06,8,30.2404019181,44.02852939,54.3194247127,51.125980387,70.1820186563,174588.2817,12.070185805,179236.8528,0.97406464671,22.945,22.2105882353,20.63,13.4487146913,0.00217245327438,2.5988835395,2.315
NLA12_ND-134,1,-99.29902,46.02463,EUTROPHIC,302.0,24.4,3.16651,2336.0,-20.8862444963,49.9976412397,28.5245268107,0.586869656266,348.979554357,6.1465852315,17.6363284093,9.84174959716,99.8988429178,59.9190040406,28.8560673146,46.0139244144,34.1760225313,5.80969977767,19.8303336726,9.91847978625,10.9325166638,3.1945831323,1.15263003503,3.91197582911,3.35076430703,-0.532952534465,7.75619534395,5.71042701737,5.85501333698,2012-07-10,7,46.0139244144,28.8560673146,59.9190040406,99.8988429178,9.84174959716,2483368.2203,14.72512635,11538825.315,0.215218460502,25.08,24.46,22.7,3.46352227381,0.00513510139097,1.24228606947,2.38
NLA12_ND-139,1,-101.05875,47.90385,EUTROPHIC,131.0,2.732,1.2389,2668.0,2.69480230761,43.0436433357,45.3951845827,0.343262883402,438.021880001,5.6183180809,14.6740691662,17.5978797674,89.9235654473,53.8645732701,82.1739787161,28.4352761805,27.2712013721,5.8150638938,69.1888155043,28.1784536242,15.2806849778,1.00503394171,0.21422388914,3.76221456226,3.81540603296,-1.06925870146,7.88908440704,4.8751973232,6.08226886347,2012-06-12,6,82.1739787161,53.8645732701,89.9235654473,17.5978797674,14.6740691662,1670694.4313,14.3287499251,1948204.2857,0.857556080521,15.5,15.5,15.5,0.5,-0.0,-0.69314718056,0.0
